0	sentimental	There's a restaurant I go to often with my family. After all these years, they're closing down.
23	trusting	My girlfiriend told me she is going to meet up with a boyfriend from when she was a kid.
26	anxious	I have my final math test tomorrow. I am so nervous.
31	devastated	My father in law was diagnosed with pancreatic cancer when our daughter was just 9 months old.  He passed 9 months later so never really got to know her and never met our other daughter.
29	impressed	When i fixed someones computer they've been having trouble with. I felt really happy and proud of myself but also i couldn't believe it was so easy.
28	content	I just ate breakfast and did all my chores. Now I can relax for the rest of the day.
5	joyful	"My child said his first word the other day! It wasn't mama or da-da, but at least he's making progress! His first word was ""one."" Not the most meaningful or memorable, but I'm just proud of him anyway."
9	grateful	My neighbor returned my wallet today. I was so thankful.
14	lonely	My wife left me alone for the whole week. I'm gonna be all by myself taking care of the dog.
3	faithful	I have faith in Trump.
29	impressed	I was very happy when I saw my favorite band live last night. They were so good
1	afraid	I keep hearing things in my kitchen. I think the mouse is back.
10	prepared	After a good gym sesh I'm usually rushing to the store for a protein shake so I don't miss the anabolic window.  But now I come ready with a premade shake in my bag and get all them gains bruh
25	anticipating	i really expectant
23	trusting	One time within the past year my nephew and I were playing around in the house, and he was looking around for things to mess with as usual. He found these old porcelain pug dog figurines that I thought about taking away from him. But as I saw him take them I just decided to let him play. It worked out fine, and he didnt break either of them.
2	proud	I taught to one my neighbor's son. He passed the exam and came to my home to thank me. 
22	caring	seeing a little kid crying at the store i decided to ask what was wrong
30	apprehensive	One time I got invited to a shady party and I thought that it was a bad idea to go. We did though and it was a great time.
4	terrified	I am scared of this upcoming season wiht Wentz being hurt, the Eagles might be in trouble
4	terrified	Entering a haunted house for a halloween tour. There was chainsaws everywhere.
26	anxious	Tomorrow I have to give a presentation at work and I just found out that the Vice President of the company is going to be there.
27	hopeful	I feel great about the future of my brother.
0	sentimental	I always feel weird when driving by my old high school
20	furious	The paper boy broke my window.
4	terrified	I borrowed money from a friend. He came last week to ask for his money. He was threating to break my leg if I don't pay him back.
2	proud	I have an amazing wife. She is so smart and in medical school!
17	surprised	My parents planned a party behind my back.
12	excited	Yesterday, my girlfriend threw me a surprise party.
15	ashamed	I was ashamed wehn I failed my first test in college, I thought I was doing well
28	content	I recently moved to the city of my dreams and I couldn't be happier.
2	proud	My son took his first steps.
28	content	Going to a dim sum place after work. Haven't had some in a while.
6	angry	i was mad when i returned to my car and noticed someone put a dent in my door
13	annoyed	Stuck in traffic due to a wreck and a person flies by on the emergency lane - 
24	disgusted	I ordered McDonalds today on UberEats. It was terrible.
14	lonely	I'm very proud of my daughters grades on her yearly exams.
25	anticipating	 The new movie theater is opening soon.  I can't wait to go there.
27	hopeful	I am thinking tomorrow will be nice. I am going to church
18	nostalgic	I remember playing house as a kid.  Those were the good old days.
22	caring	I am going to help my friend move to his new home.
12	excited	I am so excited to get away for a bit
2	proud	I was so happy when my dad retired. He had worked long enough as it was
19	confident	I have been practicing for my interview that I have tomorrow all week. I am going to crush this thing!
4	terrified	when I was little and moved into a new home I saw lights moving around in my closet one night when I went to bed. I thought it was my brother messing with but no one was around.
24	disgusted	I once had to clean out my grandfathers old closet.
3	faithful	I'm hoping I can reach diamond next season in overwatch. I've been practicing a ridiculous amount
14	lonely	When I moved into my house I was living by myself for the first time.
6	angry	I lost my wallet at work today.  I am so upset I did that.
28	content	I'm having a pretty good day today. Got a lot done that I needed to do and now I'm able to relax for the rest of the day.
28	content	I ate at the Olive Garden earlier.  I was impressed with my meal.
12	excited	I am exited about the world cup final.
18	nostalgic	I remember when a candy bar was only 50 cents.  Those were the good old days.
12	excited	I was outside playing with my dogs earlier. Throwing the ball around, they got so playful and ran around as fast as they could!
18	nostalgic	I heard a song from an old show and it made me feel so old hearing it after so long.
5	joyful	I went to a vacation and was able to ride in the water with the dolphins.
31	devastated	I could not find my favorite handkerchief that my grandfather gave me. I am afraid I lost it. It means so much to me since he has passed away.
5	joyful	Last Christmas, both my boys were here for Christmas. It was such a happy time
27	hopeful	I have faith tha that one day my kids and I will move into a house. I'm tired of this apartment.
2	proud	My daughter is graduating from medical school.
30	apprehensive	I really like a new perfume that I've tried but it's so expensive I don't know if I should get it
2	proud	my brother made it on the news paper , last year we were all shocked
7	sad	I broke my new phone yesterday. I was very upset.
5	joyful	I got pretty happy and content over the weekend. I got to smoke a cigar and read comics
10	prepared	Last year when the hurricane came, we spent weeks gathering supplies and boarding up the house.
0	sentimental	I went to the race track. We used to go there with my grandparents when we were kids. It made me think of them. 
12	excited	I went to go visit my sister in Vegas. Leading up to the trip, I was counting down the days, shopping for clothes to take, and making plans.
13	annoyed	I ran over a nail and I had to get a new tire.
1	afraid	I thought I saw a ghost last night.
19	confident	When I was  in college before the midterm exams I study night and day so I could get a good score . When I took the test I was comfortable with answering the question and did not sweat it at all.
6	angry	My car just got stolen last night! I'm so furious!
21	disappointed	I'm a little sad that Summer's almost over.
30	apprehensive	Just got a new position after the old manager was fired
24	disgusted	My girlfriend broke up with me and I was pretty okay with that, since she said she wasn't ready for it. Then I saw she had a boyfriend right after that so she really made me upset.
2	proud	i ate like 16 oysters 
16	guilty	I felt bad when I canceled on my friend earlier. He really wanted to hang out
19	confident	Just practiced a new song I wrote. I am ready to share it on stage.
26	anxious	When I first registered for university after having been out of school for 4 years. I wasn't sure if I was still going to be able to do the work.
29	impressed	It was sports day in my daughters school. I had no idea she was in the swimming team but she insisted i should attend. I did and was happy to learn that she was leading in her team
14	lonely	 Once, I got stuck in a traffic jam. Even though I left early, I was 30 minutes late to an appointment
0	sentimental	I read some letters from a friend.  They are extra special since he passed away a few years ago.
19	confident	I am cooking diner for my boyfriend for the first time. This is going to go greta
25	anticipating	My son signed up for this program and I felt so anxious about it the day I had to drop him off
11	embarrassed	I went out yesterday with a shirt that had a huge hole in the back. I didn't notice until a stranger pointed it out and I was so humiliated.
30	apprehensive	I was home alone when all the power went out. I heard a noise and didn't know what it was.
2	proud	I'm proud of my wife. She is about to start her Master's program!
6	angry	I made a stupid mistaske at work. Because of that mistaske, I was fired. I am angry at myself.
25	anticipating	I am waiting on to see my son talk
11	embarrassed	I broke my coworker statue
21	disappointed	I tried using a new grocery shopping service call Shipt.  I was excited at how it was going to make my life easier.  But they arrived late and didn't get the right things that I ordered.
31	devastated	when my house caught on fire. 
25	anticipating	I was excited my first day of college. I was excited about my next step in life
23	trusting	I knew my friend was going to be able to pick me up from work. He was trustworthy
19	confident	I walked into my physics exam after studying for it for days. I was so hyped that I was gonna get an A on it.
17	surprised	it was suprising when i found cheap tickets to las vegas
17	surprised	it was shocking to see lebron leave the cavs again
13	annoyed	i get frustrated when i let someone out in traffic and dont get a wave
3	faithful	My dog is getting really old. He's always been there for me, so I'm going to take care of this little guy as best I can in his last days.
16	guilty	I'm at a good weight and I'm fairly healthy, but I'm visiting my girlfriend right now and I always over-eat and eat desserts that I shouldn't when I'm around her. Makes me feel like an overweight slob
16	guilty	In elementary school, I forgot to do an assignment once. Instead of telling the teacher this I stole my friend's French assignment and erased his name and handed it in as my own.
4	terrified	Lately I have been very upset and worried about my financial situation. The stress has been quite overwhelming.
5	joyful	I have money saved up, I am making extra money the past few weeks and there has been no big dramas. It's a good week!
18	nostalgic	I miss the time when I was young and I can do a lot of sport.
12	excited	We packed up the girls around 4am one morning and headed out on the road.  We ended up at Disney that evening, they were so surprised.
22	caring	When my dad got sick randomly, I went into care mode. I made sure he was going to get all the help he needed
5	joyful	Reading to my neice
6	angry	I was angry when the Eagles lost the superbowl in 2004. I was young but I was still mad
12	excited	I am getting a promotion in the coming month. All the hard work paid off!!
21	disappointed	There was a laptop on sale but by the time I got to the store after work, it was sold out.
29	impressed	I was watching professional rodeo the other day. It is amazing how those cowboys can stay on the bulls so long. It looks so hard to do.
6	angry	Today I was cut off in traffic and almost hit someone. It really mad me mad.
28	content	I love laying in my bed in the morning
11	embarrassed	I tripped last night in front of people. I felt pretty bad about it
6	angry	I was supposed to close on my house this weekend, but the people are refusing to move out!
2	proud	I am so proud of my husband.  He just got a huge promotion at his work this week.
1	afraid	Roller coaster riding next week
9	grateful	I am happy to have an old friend that understands me.
24	disgusted	Someone dropped a bunch of french fries on the ground and then ate them
16	guilty	I stole some candy from the store today. I feel kind of bad about it.
8	jealous	My friend got a new hot girlfriend
2	proud	My son did amazing in school this year! He made the honor roll for both semesters! 
15	ashamed	I tried to steal some tuna and crackers from a gas station. My boyfriend and I were broke and traveling on a Greyhound, and we were so hungry. I got caught by an officer and felt so stupid
12	excited	i was excited when i got to leave work early
31	devastated	When my mother passed away randomly, it really hurt me.
9	grateful	I couldn't pay for all my groceries and someone came up from the line behind me and paid for the rest.  I was so touched!
21	disappointed	I was expecting rain today because of the weather channel. Sure enough, it didn't rain.
4	terrified	With Turkish currency Lira plummeting now, I am afraid the economic crisis in Turkey would spill to European markets too
16	guilty	I had a fierce argument with my friend over Donald Trump policies. He is not responding to my calls now
13	annoyed	I am very irritated with people who want to make everyone else miserable when they are.
30	apprehensive	I've been applying for jobs lately, and though I want a new career, I also have to apply for anything I'm close to qualified for to get paid even though I don't want to in case I get stuck there.
11	embarrassed	i was walking and tripped over the curb. my day started of wrong today. 
29	impressed	My friend learned to juggle several items. I have no idea how he does it, but it's amazing!
17	surprised	I received a check in the mail for 200 dollars.  I was so shocked.
1	afraid	I remember one time I went somewhere with a friend while they were driving. They were weaving in and out of traffic while texting on their cell phone and messing with the radio all at the same time. I wanted out of that car.
27	hopeful	Every year I plan to start working on Christmas early so it's not such a nightmare.  I've already started this year so I'm praying it all goes smoothly.
4	terrified	I was robbed at gunpoint once when i worked as a cashier. 
14	lonely	Didn't do anything this weekend but stay at home by myself
29	impressed	eating at a new restaurant 
19	confident	I really needed to pass my physics final in order to not fail the class. I studied hard and I knew I was gonna do well.
14	lonely	Before I met my girlfriend I felt lonely very often, I am glad that is better now
13	annoyed	My friend is literally changing his moving day, so that I can help.  I had to work on the first day, so he changed it...
8	jealous	All of my friends have lost weight except for me. I used to be the skinny one.
27	hopeful	I Felt hopeful when I met my betterhalf for the first time. She gives me hope for my remaining life without saying anything. I feel hopeful after my marriage. 
25	anticipating	Just a few more hours until the work shift is over.
8	jealous	I was jealous when my friend started a job making 30,000 dollars more than me right after he graduated.  I wish I majored in his degree.
17	surprised	I was so shocked when I found a $50 bill lying on the sidewalk. I grabbed it and bought a bunch of lottery tickets.
17	surprised	I got a spot bonus at work today.
25	anticipating	I am hoping to have  anew job by the end of next week
19	confident	I went on a job interview friday, and I think it went well.
26	anxious	I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?
0	sentimental	I saw my sister after a long time. As soon as i saw her unknowingly i got tears in my eyes
14	lonely	I knew i shouldnt have trusted my brother with my dog!
5	joyful	I just deep fried a whole turkey all by myself, first try! I can't wait to share the feast with the rest of my family they're gonna be so excited.
11	embarrassed	I left my purse at home
13	annoyed	I can't believe my neighbors are putting up pictures at this time of night.
6	angry	I was overcharged at the grocery store but did not realize it until I got home. 
6	angry	I can't believe my landlord has fixed my stove yet
5	joyful	I was so happy to see my Mum when I havent seen her for 6 months since I have been abroad . 
1	afraid	I have to take a foreign language for college this semester. I'm not really looking forward to it because I feel like I'm going to embarrass myself trying to speak the language in front of everyone when we have to talk
26	anxious	I'm going on a date tonight.  I'm pretty nervous
1	afraid	My stepmother just passed away and I am concerned about my dad
16	guilty	i felt bad when i couldnt buy a gift my daughter wanted the other day
23	trusting	I told my friend my deepest secret
9	grateful	I am so happy to be alive now. I invested in bitcoin and made enough to support my family for a whole year.
2	proud	I won $20 in a shooting competition with my friends
28	content	I love my job. I have been at the same place for several years now. I am very pleased with the way things are going.
1	afraid	when it was dark in my house and something made a noise in the kitchen 
2	proud	My brother just graduated from grad school. I am so happy for him.
30	apprehensive	I really don't want to go to the dentist next week..
10	prepared	Just moved across country , and for once in my life I had all my ducks in a row for it to go perfectly.
18	nostalgic	I love to play songs from the 70s as it reminds me of my childhood.  My favorite band to listen to is Earth, Wind & Fire.  Even though I was born in 1972, that for me is my favorite eras with the best memories.
20	furious	I was so mad when I got detention for something I did not do. The kid who did it had nothing bad happen to him either
11	embarrassed	I cant believe I forgot to sign the tuition check. They were going to expel my daughter
21	disappointed	I wish I could have visited my family this weekend. But I have a big project to work on.
2	proud	I was kind of happy with myself tonight. I ate really healthy
11	embarrassed	Yesterday When I was coming from my office. I fell on the ground, ripping my pants. I was mortified, as everyone was laughing at me.
11	embarrassed	I asked a girl out for dinner today, and she turned me down while a lot of people overheard.
14	lonely	I moved recently and don't know many people here, so I am a little bummed out.
9	grateful	i  really have a blessed life and i am so happy
23	trusting	When I was little my dad asked me to jump into the deep end of the pool and he would catch me.  I didn't know how to swim yet, but I knew I could count on him, so I just jumped.
4	terrified	i was scared walking home the other day
17	surprised	I haven't had a birthday party since I turned 18.  My husband planned a huge party for my 30th birthday.
9	grateful	These days I feel that for every loss in my life I gain tenfold more blessings.  So I'm always in a great mood
16	guilty	Went to the bar and forgot tip
30	apprehensive	I got a call about a job offer back in late May this year. I wasn't sure if I wanted to try and interview for it it since seemed like just another in a long list of jobs I'd applied to. But in the end I decided that it was better than being unemployed, so I went for it. I won over the recruiter in the phone interview, and was hired the same day!
15	ashamed	I was once caught stealing from a shop I used to work in. Chocolate bars. I couldn't believe my own actions - I felt terrible.
7	sad	I just lost my grandfather a month ago.
30	apprehensive	One time I just signed up for a gym and on the first days I was supposed to go, I signed up for a free lifting workout with the trainer there. Before I left I was wondering to myself if I should go or not, and wasn't too sure what was the best plan of action. 
22	caring	Some kids are not as lucky as mines. I always donate their old things instead of selling them
11	embarrassed	I was dancing at a wedding this weekend and I split my pants.
24	disgusted	I was walking in the yard. All of a sudden I slipped and almost fell. I had stepped into a gigantic pile of horse dung!
27	hopeful	I'm pretty optimistic about my future
31	devastated	A 10.2 magnitude volcanic eruption shattered my neoghborhood.I lost a fortune!
2	proud	My art project got first place. in the fair.
11	embarrassed	The other day I was in a building and I was heading towards an elevator. I was rushing towards it because it was closing. I tripped right as I got in and slammed my head into the wall inside, and then had to hang out with everybody afterward as it slowly went up. Felt so dumb
12	excited	We leave early tomorrow to Disney World, Woohoooo!
26	anxious	It was my first day ever teaching high school. I have only ever taught elemebtary school and I was so scared to make a fool of myself
9	grateful	My friends set me up a huge surprise party for my birthday.
29	impressed	The quality of television the make these days compared to when I was growing up is very good
0	sentimental	My mom gave me a box of old toys I used when I was a kid.
1	afraid	afraid that my daughter will be bullied 
10	prepared	I always studied hard before final exams.  I can't remember a time I wasn't prepared to pass a test and an A.
22	caring	My best friends' mom has lung cancer.  It's so hard to know how exactly to help her deal with this, so I just try to be there to listen.
23	trusting	I just met my neighbor today. I have to go on a business trip, and they offered to watch my pets while I'm gone. They seem nice and I'm a little nervous but I'm going to take them up for it.
0	sentimental	I get emotional about my brothers sometimes, they are so important to me
10	prepared	I am ready for the Fall Festival.
10	prepared	this roadtrip is going to be the best one yet, I have everything I need.
13	annoyed	I have to run an errand after work so i'll catch traffic and its going to take me an extra 30mins to get him.
4	terrified	Last night a shadowy figure was at my window.  I was so scared to see it.
21	disappointed	I was helping my brother study for his final exam. He did study diligiently every day with me. But then when he actually took the test he failed it! I was really upset withhim
1	afraid	Before my final exam on of the semester. I needed a 90% to pass.
15	ashamed	Last week I stole a donut from my boyfriend's desk
30	apprehensive	I am leaving to go on a three month backpacking trip. Im getting cold feet about it though.
13	annoyed	i have a coworker that comes in to work late everyday and takes a million breaks
11	embarrassed	I tried my best ho hold in my fart in class.
16	guilty	I feel bad when i lie to my parents, even though I am an adult now
1	afraid	I went out to get the mail and there was a snake right up against the house. I was freaked out.
12	excited	I'm going to ride in a race car for the first time!
18	nostalgic	I have been disowned by my family. I heard that they were about to go on the annual family vacation that I always used to go on. I felt sad remembering how much I missed those trips, and looking at pictures just made me reminisce a lot. 
22	caring	My baby has a new tooth coming in, so he was up in the middle of the night last night.  We snuggled til he could go back to sleep.
17	surprised	Received a sweet check in the mail the other day!
22	caring	I just love babies. I wish they all could have loving homes
18	nostalgic	I found my old videogame console, turned it on and played for a few hours
9	grateful	So, my computer monitor just died, and I was stressing about having to buy another one. But somehow my brother pulled out his toolkit and fixed it. I have no idea how people can be so handy!
9	grateful	I woke up today and took a warm hot shower. I was so thankful for warm water, let alone being able to shower. 
4	terrified	There was strange noise from the kitchen.
14	lonely	I went to the bowling alley all by myself today. Never have I felt so alone.
22	caring	I bought extra school supplies for kids who might not have them this year.
4	terrified	There was a centipede in my bedroom earlier. I was absolutely scared.
12	excited	I am going back to college in August and last year I stayed in the freshman dorms. This year, I'm staying in this super nice, brand new facility and I can't wait!
25	anticipating	I'm loking forward to the football season starting
28	content	I had a very nice walk with my dog. It did not pull on the leash at all and I feel very relaxed.
2	proud	I am so happy my daughter is finnaly going to the potty on her own. IT was a long journey
29	impressed	it was impressive when the lakers signed lebron
13	annoyed	Every time I tell my Mom about something my child did that is so neat to me, my sister-in-law chimes in about something her child did to top it. It drives me crazy.
14	lonely	My boyfriend is out of town for work and I really miss him.  I'm so used to him being around I didn't realize how lonely I'd be without him here.
21	disappointed	The garbage men had trash strewn all over and they just left it- It fell out apparently when they were throwing trash in the truck. They just don't care about their job.
17	surprised	My wife told me she had a surprise for me the other day.  Turns out she was pregnant, and we weren't reallllyy trying
31	devastated	I broke my ankle!
22	caring	My daughter fell on the sidewalk yesterday and skinned her knee pretty bad.
19	confident	I had a great day at work today; I really killed it!
9	grateful	My kids are the best. They get excited about everything. I think I had some good ones.
18	nostalgic	I was cleaning my attic and found my old NES
26	anxious	Just before driving for the first time. I wasn't sure how to streer the car.
17	surprised	I received an unexpected parcel the other day
0	sentimental	I miss my old dog. I was thinking about getting another one but it won't be the same.
3	faithful	A dog's faithfulness is amazing. I am faithful to my dog as it is faithful to me.
4	terrified	I'm going skydiving tomorrow
0	sentimental	I was going through some old stuff in the attic the other day and found an old quilt from my grandma.  
17	surprised	I haven't seen my friend in 4 years, and she was at my doorstep yesterday.
29	impressed	I've been very pleased with my daughters' musical performances.
24	disgusted	There were black olives on the pizza I ordered yesterday. YUCK
31	devastated	We won the big match we had been preparing for.
30	apprehensive	I've been thinking about applying for a job that looks really great. However, I'm not sure if I'm qualified for it.
23	trusting	"I was walking back to my car 1 day and a guy ran over asking if he could hitch a ride about half a mile down the road. he told me that his other half is  pregnant and can not walk any more as she was aching and tired. he offered me some money but i refused and said ""just hop in, and show me where you need to go"" I felt I could be trusted by the stranger I had never met before as he put his partner's life as well as his own into my hands of driving safely to their destination."
25	anticipating	I can't wait for the Mile 22 movies to come out. It has one of my favorite UFC fighters in it and I can't wait!
3	faithful	I am faithful to my wife, but it's thought
1	afraid	I've been hearing some strange sounds around the house at night lately.
21	disappointed	I was sad when my brother canceled on me last week. He was busy
1	afraid	 I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time
1	afraid	A man approached me after I got out of my car in a shopping center parking lot.
6	angry	When my brother got suspended from high school for something he did not do by a vindictive teach, it really made me angry
18	nostalgic	I remember when I was young I only watched PBS
17	surprised	My friends threw me a surprise party yesterday. I was so shocked and happy.
21	disappointed	I did not get to go to out with my friends last night. I was too busy so I had to stay home instead
23	trusting	I still talk with my ex after 2 years. We are pretty cool.
2	proud	Being a loyal Apple customer and seeing its recent $1 Trillion break in market cap in stock market, makes me feel great about this company
17	surprised	I watched a football game the other day and a really good team lost to a well known horrible team.
20	furious	I had a one night stand during my last official trip. I am scared to tell my wife that a baby was birth out of the one night stand, what do i do?
17	surprised	My baby is due in less than 2 months. My friends threw me a baby shower yesterday. I had no idea they were planning it.
31	devastated	About a year ago I lost my grandmother to cancer. I was really close to her.
27	hopeful	I am feeling this way in hopes that I get into grad school.
11	embarrassed	I am so impressed by how a very unknown country in soccer like Croatia got to world cup final.
6	angry	My dad's wife asked me to give her back the glassware she gave us at our wedding.  We've been married 10 years!  I think this is an insane request.
23	trusting	My brother offered to drive me to the doctor today. It gave me a very faithful feeling
28	content	These days I'm waking up happier with my life than I was the day before.
16	guilty	I was really hungry today and ate my roomates' leftovers.
3	faithful	When my husband and I were younger and our children were small, we were on really tight budget. One day at church, when it was time to give out tithe, I knew we had only about $40 in our bank account. I wrote a check for $40. I put my faith in God to carry us. Within a few days, I received an unexpected care package from my mother, which included some cash.
5	joyful	Today is going to be awesome!  We are going to the lake to see all of our family!
17	surprised	I came home yesterday to a ripped up couch. I guess my dog ha a fun day by himself
2	proud	I never liked exercising, but I've finally got to exercising for a good month straight.
21	disappointed	I found out that the vacation I planned for had to be cancelled. My friend got sick and is not able to go with me.
21	disappointed	I am upset with Nintendo recently, they have not had a direct in awhile
20	furious	I arrived at the airport this morning a little late to fly to Japan. I discovered that the airline at given my seat away to someone else. I was only 10 minutes later!
8	jealous	My brother got a new car. I am a little envious of what he got
28	content	at this point in my life i needed nothing more.
6	angry	My partner nags almost about every detail in our relationship. Just yesterday, she criticized my taste for clothing style
28	content	I am just feeling generally happy to have what I need in life right now and to be healthy.
22	caring	I have recent.y become an animal activist. They are more than just animals and pets.
3	faithful	I was so tempted to kiss the girl last night, But I am married.
17	surprised	My girlfriend came home with a giant box. It had a little kitten in it!
25	anticipating	I am looking forward to having everyone home next week
5	joyful	red dead redemption 2 is coming out which looks awesome
28	content	I was recently promoted at work
12	excited	I am excited for the new football season to satrt
1	afraid	One time when i was younger i saw a spooky face in my room. i never knew what it was after that night i am still kind of scared even today.
9	grateful	I won a contest at my job for a free dinner for two! So happy
7	sad	i was not happy when i couldnt get out of work on time
0	sentimental	I think most days now I get sentimental.  Our daughters are growing up and things strike me on a daily basis that life is changing.
29	impressed	I recently took a trip to Canada and was pleasantly surprised by how friendly the people were there.
8	jealous	My sister got invited on an all expense paid beach trip by one of our mutual friends.  I can't believe she's getting to go and I haven't had a vacation in 3 years.
9	grateful	I was in line getting fast food today, and the person in front of me paid for my meal! I offered to do the same for the person behind me, even though I always think that's cheesy when I hear about it. But it was still kind of a cool event that happened, as I'm sure it carried on a while.
19	confident	I felt pretty good going to the gym this morning. I had a plan of what to workout and it worked
10	prepared	I recently studied very hard for a final exam for college. It was hard but worth it.
8	jealous	My boss just bought a new boat.  I am so envious of him.
13	annoyed	i lost my wallet today
4	terrified	I am very scary of the things Trump can do as a president.
17	surprised	I got One thousand dollars from my father for my birthday.
16	guilty	A friend let me borrow some old headphones and now I have lost them.
21	disappointed	I thought my best friend was going to be able to visit me this summer, but it turns out he can't take the time off from work right now. 
14	lonely	now that I am married I no longer feel I don't have a companion
10	prepared	I have felt this way while preparing for grad school. I have everything I need.
15	ashamed	When I accidentally broke my moms vase and lied about it.
31	devastated	My ex husband died last year and even though we were divorced I took it very hard because we were very close. 
5	joyful	I feel like blowing a trumpet I am so happy.  I got my medical marijuana card today.
12	excited	I've been abroad for a while traveling but soon I'm going back to the US!
29	impressed	My boyfriend bought me an outfit by himself and I actually loved it. It fit me perfectly and everything!
3	faithful	A co-worker of my husband asked me out on a date. I think that was rude and i told him no.
7	sad	We just found out my cat has cancer. We are going to have to put her down soon.
2	proud	Nephew starts football this year
1	afraid	I think I'm getting new neighbors. I'm scared they will be jerk like the last ones
6	angry	Why won't I get my stuff after all the effort I put in, It's so unfair 
8	jealous	My friend got a new dog. Its my favorite breed so I was a little envious
3	faithful	I was at the store and some old guy bought my groceries for me. It helped restore my faith in humanity
25	anticipating	I can't wait for next Sunday
0	sentimental	sometimes i miss the old days when there was no social media
15	ashamed	When I scored a low mark on my calculus test. I scored a 50%.
2	proud	I felt on top when I selected the best in my department
2	proud	My friend passed his class last semester
14	lonely	moving to a new town not knowing anyone
